,Title,Year,Authors,Journal,Journal Acronym,Rank
641,Demand-Side Scheduling Based on Deep Actor-Critic Learning for Smart Grids.,2020,"Joash Lee, Wenbo Wang, Dusit Niyato",CoRR abs/2005.01979 ,CORR,
642,A Secure Federated Learning Framework for 5G Networks.,2020,"Yi Liu, Jialiang Peng, Jiawen Kang, Abdullah M. Iliyasu, Dusit Niyato, Ahmed A. Abd El-Latif",CoRR abs/2005.05752 ,CORR,
643,A Bandit Approach for Mode Selection in Ambient Backscatter-Assisted Wireless-Powered Relaying.,2020,"Guangxia Li, Xiao Lu, Dusit Niyato",CoRR abs/2005.06629 ,CORR,
644,Optimization-driven Deep Reinforcement Learning for Robust Beamforming in IRS-assisted Wireless Communications.,2020,"Jiaye Lin, Yuze Zou, Xiaoru Dong, Shimin Gong, Dinh Thai Hoang, Dusit Niyato",CoRR abs/2005.11885 ,CORR,
645,Two-Hop Connectivity to the Roadside in a VANET Under the Random Connection Model.,2020,"Alexander P. Kartun-Giles, Konstantinos Koufos, Xiao Lu, Nicolas Privault, Dusit Niyato",CoRR abs/2005.14407 ,CORR,
646,Incentive Mechanism Design for Resource Sharing in Collaborative Edge Learning.,2020,"Wei Yang Bryan Lim, Jer Shyuan Ng, Zehui Xiong, Dusit Niyato, Cyril Leung, Chunyan Miao, Qiang Yang",CoRR abs/2006.00511 ,CORR,
647,"Federated Learning for 6G Communications: Challenges, Methods, and Future Directions.",2020,"Yi Liu, Xingliang Yuan, Zehui Xiong, Jiawen Kang, Xiaofei Wang, Dusit Niyato",CoRR abs/2006.02931 ,CORR,
648,Cognitive Radio Network Throughput Maximization with Deep Reinforcement Learning.,2020,"Kevin Shen-Hoong Ong, Yang Zhang, Dusit Niyato",CoRR abs/2007.03165 ,CORR,
649,Predictive Maintenance for Edge-Based Sensor Networks: A Deep Reinforcement Learning Approach.,2020,"Kevin Shen-Hoong Ong, Dusit Niyato, Chau Yuen",CoRR abs/2007.03313 ,CORR,
650,iRDRC: An Intelligent Real-time Dual-functional Radar-Communication System for Automotive Vehicles.,2020,"Nguyen Quang Hieu, Dinh Thai Hoang, Nguyen Cong Luong, Dusit Niyato",CoRR abs/2007.05673 ,CORR,
651,Blockchain for the Internet of Vehicles towards Intelligent Transportation Systems: A Survey.,2020,"Muhammad Baqer Mollah, Jun Zhao, Dusit Niyato, Yong Liang Guan, Chau Yuen, Sumei Sun, Kwok-Yan Lam, Leong Hai Koh",CoRR abs/2007.06022 ,CORR,
652,Joint Auction-Coalition Formation Framework for Communication-Efficient Federated Learning in UAV-Enabled Internet of Vehicles.,2020,"Jer Shyuan Ng, Wei Yang Bryan Lim, Hong-Ning Dai, Zehui Xiong, Jianqiang Huang, Dusit Niyato, Xian-Sheng Hua, Cyril Leung, Chunyan Miao",CoRR abs/2007.06378 ,CORR,
653,Radio Resource Management in Joint Radar and Communication: A Comprehensive Survey.,2020,"Nguyen Cong Luong, Xiao Lu, Dinh Thai Hoang, Dusit Niyato, Dong In Kim",CoRR abs/2007.13146 ,CORR,
654,Dynamic Network Service Selection in IRS-Assisted Wireless Networks: A Game Theory Approach.,2020,"Nguyen Cong Luong, Nguyen Thi Thanh Van, Shaohan Feng, Huy Thanh Nguyen, Dusit Niyato, Dong In Kim",CoRR abs/2008.01239 ,CORR,
655,Scalable and Communication-efficient Decentralized Federated Edge Learning with Multi-blockchain Framework.,2020,"Jiawen Kang, Zehui Xiong, Chunxiao Jiang, Yi Liu, Song Guo, Yang Zhang, Dusit Niyato, Cyril Leung, Chunyan Miao",CoRR abs/2008.04743 ,CORR,
656,Toward Smart Security Enhancement of Federated Learning Networks.,2020,"Junjie Tan, Ying-Chang Liang, Nguyen Cong Luong, Dusit Niyato",CoRR abs/2008.08330 ,CORR,
657,A Survey of Coded Distributed Computing.,2020,"Jer Shyuan Ng, Wei Yang Bryan Lim, Nguyen Cong Luong, Zehui Xiong, Alia Asheralieva, Dusit Niyato, Cyril Leung, Chunyan Miao",CoRR abs/2008.09048 ,CORR,
658,Optimization-driven Machine Learning for Intelligent Reflecting Surfaces Assisted Wireless Networks.,2020,"Shimin Gong, Jiaye Lin, Jinbei Zhang, Dusit Niyato, Dong In Kim, Mohsen Guizani",CoRR abs/2008.12938 ,CORR,
659,Intelligent Reflecting Surface-Assisted Bistatic Backscatter Networks: Joint Beamforming and Reflection Design.,2020,"Xiaolun Jia, Xiangyun Zhou, Dusit Niyato, Jun Zhao",CoRR abs/2010.08947 ,CORR,
660,Towards Communication-efficient and Attack-Resistant Federated Edge Learning for Industrial Internet of Things.,2020,"Yi Liu, Ruihui Zhao, Jiawen Kang, Abdulsalam Yassine, Dusit Niyato, Jialiang Peng",CoRR abs/2012.04436 ,CORR,
661,Collaborative Coded Computation Offloading: An All-pay Auction Approach.,2020,"Jer Shyuan Ng, Wei Yang Bryan Lim, Sahil Garg, Zehui Xiong, Dusit Niyato, Mohsen Guizani, Cyril Leung",CoRR abs/2012.04854 ,CORR,
662,A Stackelberg Game Approach to Resource Allocation for IRS-aided Communications.,2020,"Yulan Gao, Chao Yong, Zehui Xiong, Dusit Niyato, Yue Xiao, Jun Zhao",CoRR abs/2012.08989 ,CORR,
663,Machine-Learning-Based Parallel Genetic Algorithms for Multi-Objective Optimization in Ultra-Reliable Low-Latency WSNs.,2019,"Yuchao Chang, Xiaobing Yuan, Baoqing Li, Dusit Niyato, Naofal Al-Dhahir",IEEE Access 7: 4913-4926 ,ACCESS,
664,A Survey on Consensus Mechanisms and Mining Strategy Management in Blockchain Networks.,2019,"Wenbo Wang, Dinh Thai Hoang, Peizhao Hu, Zehui Xiong, Dusit Niyato, Ping Wang, Yonggang Wen, Dong In Kim",IEEE Access 7: 22328-22370 ,ACCESS,
665,Strategic Access and Pricing in Internet of Things (IoT) Service With Energy Harvesting.,2019,"Zhongbin Wang, Jinting Wang, Yang Zhang, Dusit Niyato",IEEE Access 7: 34655-34674 ,ACCESS,
666,Knapsack-Based Reverse Influence Maximization for Target Marketing in Social Networks.,2019,"Ashis Talukder, Md. Golam Rabiul Alam, Nguyen Hoang Tran, Dusit Niyato, Choong Seon Hong",IEEE Access 7: 44182-44198 ,ACCESS,
667,A Survey on Blockchain: A Game Theoretical Perspective.,2019,"Ziyao Liu, Nguyen Cong Luong, Wenbo Wang, Dusit Niyato, Ping Wang, Ying-Chang Liang, Dong In Kim",IEEE Access 7: 47615-47643 ,ACCESS,
668,"Proof-of-Stake Consensus Mechanisms for Future Blockchain Networks: Fundamentals, Applications and Opportunities.",2019,"Cong Thanh Nguyen, Dinh Thai Hoang, Diep N. Nguyen, Dusit Niyato, Huynh Tuong Nguyen, Eryk Dutkiewicz",IEEE Access 7: 85727-85745 ,ACCESS,
669,Threshold Estimation Models for Linear Threshold-Based Influential User Mining in Social Networks.,2019,"Ashis Talukder, Md. Golam Rabiul Alam, Nguyen Hoang Tran, Dusit Niyato, Gwan Hoon Park, Choong Seon Hong",IEEE Access 7: 105441-105461 ,ACCESS,
670,An Incentive Mechanism Design for Socially Aware Crowdsensing Services with Incomplete Information.,2019,"Jiangtian Nie, Jun Luo, Zehui Xiong, Dusit Niyato, Ping Wang, Mohsen Guizani",IEEE Commun. Mag. 57: 74-80 ,CM,
671,Applications of Deep Reinforcement Learning in Communications and Networking: A Survey.,2019,"Nguyen Cong Luong, Dinh Thai Hoang, Shimin Gong, Dusit Niyato, Ping Wang, Ying-Chang Liang, Dong In Kim",IEEE Commun. Surv. Tutorials 21: 3133-3174 ,COMSUR,
672,Applications of Economic and Pricing Models for Resource Management in 5G Wireless Networks: A Survey.,2019,"Nguyen Cong Luong, Ping Wang, Dusit Niyato, Ying-Chang Liang, Zhu Han, Fen Hou",IEEE Commun. Surv. Tutorials 21: 3298-3339 ,COMSUR,
673,Cloud/Fog Computing Resource Management and Pricing for Blockchain Networks.,2019,"Zehui Xiong, Shaohan Feng, Wenbo Wang, Dusit Niyato, Ping Wang, Zhu Han",IEEE Internet Things J. 6: 4585-4600 ,IOTJ,
674,Dynamic Access Point and Service Selection in Backscatter-Assisted RF-Powered Cognitive Networks.,2019,"Xiaozheng Gao, Shaohan Feng, Dusit Niyato, Ping Wang, Kai Yang, Ying-Chang Liang",IEEE Internet Things J. 6: 8270-8283 ,IOTJ,
675,Hierarchical Game-Theoretic and Reinforcement Learning Framework for Computational Offloading in UAV-Enabled Mobile Edge Computing Networks With Multiple Service Providers.,2019,"Alia Asheralieva, Dusit Niyato",IEEE Internet Things J. 6: 8753-8769 ,IOTJ,
676,Passive Relaying Game for Wireless Powered Internet of Things in Backscatter-Aided Hybrid Radio Networks.,2019,"Jing Xu, Jiachen Li, Shimin Gong, Kun Zhu, Dusit Niyato",IEEE Internet Things J. 6: 8933-8944 ,IOTJ,
677,Incentive Mechanism for Reliable Federated Learning: A Joint Optimization Approach to Combining Reputation and Contract Theory.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Shengli Xie, Junshan Zhang",IEEE Internet Things J. 6: 10700-10714 ,IOTJ,
678,Pricing strategies of IoT wide area network service providers with complementary services included.,2019,"Masoud Asghari, Saleh Yousefi, Dusit Niyato",J. Netw. Comput. Appl. 147 ,JNCA,
679,NOn-parametric Bayesian channEls cLustering (NOBEL) Scheme for Wireless Multimedia Cognitive Radio Networks.,2019,"Amjad Ali, Muhammad Ejaz Ahmed, Farman Ali, Nguyen Hoang Tran, Dusit Niyato, Sangheon Pack",IEEE J. Sel. Areas Commun. 37: 2293-2305 ,JSAC,
680,Distributed Learning for Channel Allocation Over a Shared Spectrum.,2019,"Syed Mohammad Zafaruddin, Ilai Bistritz, Amir Leshem, Dusit Niyato",IEEE J. Sel. Areas Commun. 37: 2337-2349 ,JSAC,
681,Backscatter-Aided Cooperative Relay Communications in Wireless-Powered Hybrid Radio Networks.,2019,"Shimin Gong, Jing Xu, Dusit Niyato, Xiaoxia Huang, Zhu Han",IEEE Netw. 33: 234-241 ,NETWORK,
682,Contactless Monitoring of Critical Infrastructure [From the Guest Editors].,2019,"Athina P. Petropulu, Konstantinos I. Diamantaras, Zhu Han, Dusit Niyato, Saman A. Zonouz",IEEE Signal Process. Mag. 36: 19-21 ,SPM,C
683,Exploiting Backscatter-Aided Relay Communications With Hybrid Access Model in Device-to-Device Networks.,2019,"Shimin Gong, Lin Gao, Jing Xu, Yuanxiong Guo, Dinh Thai Hoang, Dusit Niyato",IEEE Trans. Cogn. Commun. Netw. 5: 835-848 ,TCCN,
684,Introduction to the special section on deep reinforcement learning for future wireless communication networks.,2019,"Shimin Gong, Dinh Thai Hoang, Dusit Niyato, Ahmed El Shafie, Antonio De Domenico, Emilio Calvanese Strinati, Jakob Hoydis",IEEE Trans. Cogn. Commun. Netw. 5: 1019-1023 ,TCCN,
685,A Hierarchical Game With Strategy Evolution for Mobile Sponsored Content and Service Markets.,2019,"Wenbo Wang, Zehui Xiong, Dusit Niyato, Ping Wang, Zhu Han",IEEE Trans. Commun. 67: 472-488 ,TCOM,
686,Resource Allocation for Ultra-Reliable and Enhanced Mobile Broadband IoT Applications in Fog Network.,2019,"Sarder Fakhrul Abedin, Md. Golam Rabiul Alam, S. M. Ahsan Kazmi, Nguyen Hoang Tran, Dusit Niyato, Choong Seon Hong",IEEE Trans. Commun. 67: 489-502 ,TCOM,
687,Robust Transmissions in Wireless-Powered Multi-Relay Networks With Chance Interference Constraints.,2019,"Jing Xu, Yuze Zou, Shimin Gong, Lin Gao, Dusit Niyato, Wenqing Cheng",IEEE Trans. Commun. 67: 973-987 ,TCOM,
688,Cross-Layer Analysis and Optimization on Access Delay in Channel-Hopping-Based Distributed Cognitive Radio Networks.,2019,"Jiaxun Li, Haitao Zhao, Shaojie Zhang, Abdelhakim Senhaji Hafid, Dusit Niyato, Jibo Wei",IEEE Trans. Commun. 67: 4654-4668 ,TCOM,
689,Optimal and Low-Complexity Dynamic Spectrum Access for RF-Powered Ambient Backscatter System With Online Reinforcement Learning.,2019,"Nguyen Van Huynh, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Ping Wang",IEEE Trans. Commun. 67: 5736-5752 ,TCOM,
690,Coverage Analysis of Integrated Sub-6GHz-mmWave Cellular Networks With Hotspots.,2019,"Minwei Shi, Kai Yang, Zhu Han, Dusit Niyato",IEEE Trans. Commun. 67: 8151-8164 ,TCOM,
691,A Scalable Approach to Joint Cyber Insurance and Security-as-a-Service Provisioning in Cloud Computing.,2019,"Jonathan Chase, Dusit Niyato, Ping Wang, Sivadon Chaisiri, Ryan K. L. Ko",IEEE Trans. Dependable Secur. Comput. 16: 565-579 ,TDSC,
692,Ambient Backscatter-Assisted Wireless-Powered Relaying.,2019,"Xiao Lu, Dusit Niyato, Hai Jiang, Ekram Hossain, Ping Wang",IEEE Trans. Green Commun. Netw. 3: 1087-1105 ,TGCN,
693,Joint Ground and Aerial Package Delivery Services: A Stochastic Optimization Approach.,2019,"Suttinee Sawadsitang, Dusit Niyato, Puay Siew Tan, Ping Wang",IEEE Trans. Intell. Transp. Syst. 20: 2241-2254 ,TITS,
694,Energy-Efficient WLANs With Resource and Re-Association Scheduling Optimization.,2019,"Chuan Xu, Jiajie Wang, Zuqing Zhu, Dusit Niyato",IEEE Trans. Netw. Serv. Manag. 16: 563-577 ,TNSM,
695,Auction Mechanisms in Cloud/Fog Computing Resource Allocation for Public Blockchain Networks.,2019,"Yutao Jiao, Ping Wang, Dusit Niyato, Kongrath Suankaewmanee",IEEE Trans. Parallel Distributed Syst. 30: 1975-1989 ,TPDS,
696,Toward Secure Blockchain-Enabled Internet of Vehicles: Optimizing Consensus Management Using Reputation and Contract Theory.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Dongdong Ye, Dong In Kim, Jun Zhao",IEEE Trans. Veh. Technol. 68: 2906-2920 ,TVT,
697,Stochastic Profit Maximization of Service Provider in Millimeter-Wave High-Speed Railway Networks.,2019,"Zhongbai Jiang, Changqiao Xu, Jianfeng Guan, Dusit Niyato",IEEE Trans. Veh. Technol. 68: 5059-5075 ,TVT,
698,Joint Traffic Routing and Virtualized Security Function Activation in Wireless Multihop Networks.,2019,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang, Zhu Han, Dong In Kim",IEEE Trans. Veh. Technol. 68: 9205-9219 ,TVT,
699,Game Theory and Lyapunov Optimization for Cloud-Based Content Delivery Networks With Device-to-Device and UAV-Enabled Caching.,2019,"Alia Asheralieva, Dusit Niyato",IEEE Trans. Veh. Technol. 68: 10094-10110 ,TVT,
700,A Stackelberg Game Approach Toward Socially-Aware Incentive Mechanisms for Mobile Crowdsensing.,2019,"Jiangtian Nie, Jun Luo, Zehui Xiong, Dusit Niyato, Ping Wang",IEEE Trans. Wirel. Commun. 18: 724-738 ,TWC,
701,VLC and D2D Heterogeneous Network Optimization: A Reinforcement Learning Approach Based on Equilibrium Problems With Equilibrium Constraints.,2019,"Neetu Raveendran, Huaqing Zhang, Dusit Niyato, Fang Yang, Jian Song, Zhu Han",IEEE Trans. Wirel. Commun. 18: 1115-1127 ,TWC,
702,Joint Sponsored and Edge Caching Content Service Market: A Game-Theoretic Approach.,2019,"Zehui Xiong, Shaohan Feng, Dusit Niyato, Ping Wang, Amir Leshem, Zhu Han",IEEE Trans. Wirel. Commun. 18: 1166-1181 ,TWC,
703,Auction-Based Time Scheduling for Backscatter-Aided RF-Powered Cognitive Radio Networks.,2019,"Xiaozheng Gao, Ping Wang, Dusit Niyato, Kai Yang, Jianping An",IEEE Trans. Wirel. Commun. 18: 1684-1697 ,TWC,
704,Deep Reinforcement Learning-Based Modulation and Coding Scheme Selection in Cognitive Heterogeneous Networks.,2019,"Lin Zhang, Junjie Tan, Ying-Chang Liang, Gang Feng, Dusit Niyato",IEEE Trans. Wirel. Commun. 18: 3281-3294 ,TWC,
705,Deep Reinforcement Learning for User Association and Resource Allocation in Heterogeneous Cellular Networks.,2019,"Nan Zhao, Ying-Chang Liang, Dusit Niyato, Yiyang Pei, Minghu Wu, Yunhao Jiang",IEEE Trans. Wirel. Commun. 18: 5141-5152 ,TWC,
706,"Deep Reinforcement Learning for Mobile 5G and Beyond: Fundamentals, Applications, and Challenges.",2019,"Zehui Xiong, Yang Zhang, Dusit Niyato, Ruilong Deng, Ping Wang, Li-Chun Wang",IEEE Veh. Technol. Mag. 14: 44-52 ,VTM,
707,Incentivizing Consensus Propagation in Proof-of-Stake Based Consortium Blockchain Networks.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Ping Wang, Dongdong Ye, Dong In Kim",IEEE Wirel. Commun. Lett. 8: 157-160 ,WCL,
708,Distributed Deep Learning at the Edge: A Novel Proactive and Cooperative Caching Framework for Mobile Edge Networks.,2019,"Yuris Mulya Saputra, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Dong In Kim",IEEE Wirel. Commun. Lett. 8: 1220-1223 ,WCL,
709,Efficient Training Management for Mobile Crowd-Machine Learning: A Deep Reinforcement Learning Approach.,2019,"Tran The Anh, Nguyen Cong Luong, Dusit Niyato, Dong In Kim, Li-Chun Wang",IEEE Wirel. Commun. Lett. 8: 1345-1348 ,WCL,
710,Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Han Yu, Ying-Chang Liang, Dong In Kim",APWCS 2019: 1-5,APWCS2,
711,Contract-Based Approach for Security Deposit in Blockchain Networks with Shards.,2019,"Jing Li, Tingting Liu, Dusit Niyato, Ping Wang, Jun Li, Zhu Han",Blockchain 2019: 75-82,BLOCKCHAIN2,
712,Content Popularity Prediction via Deep Learning in Cache-Enabled Fog Radio Access Networks.,2019,"Haojie Feng, Yanxiang Jiang, Dusit Niyato, Fu-Chun Zheng, Xiaohu You",GLOBECOM 2019: 1-6,GLOBECOM,B
713,Defend Jamming Attacks: How to Make Enemies Become Friends.,2019,"Dinh Thai Hoang, Mohammad Abu Alsheikh, Shimin Gong, Dusit Niyato, Zhu Han, Ying-Chang Liang",GLOBECOM 2019: 1-6,GLOBECOM,B
714,Deep Reinforcement Learning for Dynamic Reliability Aware NFV-Based Service Provisioning.,2019,"Hamed Rahmani Khezri, Puria Azadi Moghadam, Mohammad Karimzadeh-Farshbafan, Vahid Shah-Mansouri, Hamed Kebriaei, Dusit Niyato",GLOBECOM 2019: 1-6,GLOBECOM,B
715,"Blockchain-Enabled Dynamic Spectrum Access: Cooperative Spectrum Sensing, Access and Mining.",2019,"Yiyang Pei, Shisheng Hu, Feng Zhong, Dusit Niyato, Ying-Chang Liang",GLOBECOM 2019: 1-6,GLOBECOM,B
716,Backscatter-Assisted Hybrid Relaying Strategy for Wireless Powered IoT Communications.,2019,"Yutong Xie, Zhengzhuo Xu, Shimin Gong, Jing Xu, Dinh Thai Hoang, Dusit Niyato",GLOBECOM 2019: 1-6,GLOBECOM,B
717,Design of Contract-Based Sponsorship Scheme in Stackelberg Game for Sponsored Content Market.,2019,"Zehui Xiong, Jun Zhao, Dusit Niyato, Ping Wang, Yang Zhang",GLOBECOM 2019: 1-6,GLOBECOM,B
718,Backscatter-Aided Hybrid Data Offloading for Wireless Powered Edge Sensor Networks.,2019,"Yuze Zou, Jing Xu, Shimin Gong, Yuanxiong Guo, Dusit Niyato, Wenqing Cheng",GLOBECOM 2019: 1-6,GLOBECOM,B
719,Joint Transaction Transmission and Channel Selection in Cognitive Radio Based Blockchain Networks: A Deep Reinforcement Learning Approach.,2019,"Nguyen Cong Luong, Tran The Anh, Huynh Thi Thanh Binh, Dusit Niyato, Dong In Kim, Ying-Chang Liang",ICASSP 2019: 8409-8413,ICASSP,
720,Evolutionary Game for Consensus Provision in Permissionless Blockchain Networks with Shards.,2019,"Zhengwei Ni, Wenbo Wang, Dong In Kim, Ping Wang, Dusit Niyato",ICC 2019: 1-6,ICC,
721,Incentivizing Secure Block Verification by Contract Theory in Blockchain-Enabled Vehicular Networks.,2019,"Dusit Niyato, Dong In Kim, Jiawen Kang, Zehui Xiong",ICC 2019: 1-7,ICC,
722,Deep Reinforcement Learning for the Coexistence of LAA-LTE and WiFi Systems.,2019,"Junjie Tan, Lin Zhang, Ying-Chang Liang, Dusit Niyato",ICC 2019: 1-6,ICC,
723,Deep Reinforcement Learning for Modulation and Coding Scheme Selection in Cognitive HetNets.,2019,"Lin Zhang, Junjie Tan, Ying-Chang Liang, Gang Feng, Dusit Niyato",ICC 2019: 1-6,ICC,
724,Resource virtualization with edge caching and latency constraint for local B5G operator.,2019,"Tachporn Sanguanpuak, Dusit Niyato, Nandana Rajatheva, Mehdi Bennis, Matti Latva-aho",ISWCS 2019: 250-254,ISWCS,
725,Dynamic Service Selection in Backscatter-Assisted RF-Powered Cognitive Networks: An Evolutionary Game Approach.,2019,"Xiaozheng Gao, Shaohan Feng, Dusit Niyato, Kai Yang",iThings/GreenCom/CPSCom/SmartData 2019: 801-806,ITHINGS,
726,Joint Service Pricing and Cooperative Relay Communication for Federated Learning.,2019,"Shaohan Feng, Dusit Niyato, Ping Wang, Dong In Kim, Ying-Chang Liang",iThings/GreenCom/CPSCom/SmartData 2019: 815-820,ITHINGS,
727,Mobile Device Training Strategies in Federated Learning: An Evolutionary Game Approach.,2019,"Yuze Zou, Shaohan Feng, Dusit Niyato, Yutao Jiao, Shimin Gong, Wenqing Cheng",iThings/GreenCom/CPSCom/SmartData 2019: 874-879,ITHINGS,
728,Development of Reliable Wireless Communication System for Secure Blockchain-based Energy Trading.,2019,"Zhuoxian Huang, Kongrath Suankaewmanee, Jiawen Kang, Dusit Niyato, Pei Sin Ng",JCSSE 2019: 126-130,JCSSE,
729,Business TransformationwithBlockchain.,2019,Dusit Niyato,JCSSE 2019: XXIV,JCSSE,
730,Dynamic Games in Federated Learning Training Service Market.,2019,"Yuze Zou, Shaohan Feng, Jing Xu, Shimin Gong, Dusit Niyato, Wenqing Cheng",PACRIM 2019: 1-6,PACRIM,
731,Task Allocation and Mobile Base Station Deployment in Wireless Powered Spatial Crowdsourcing.,2019,"Yutao Jiao, Ping Wang, Dusit Niyato, Jun Zhao, Bin Lin, Dong In Kim",SmartGridComm 2019: 1-7,SMARTGRIDCOMM,
732,Multiagent Autonomous Learning for Distributed Channel Allocation in Wireless Networks.,2019,"Syed Mohammad Zafaruddin, Ilai Bistritz, Amir Leshem, Dusit Niyato",SPAWC 2019: 1-5,SPAWC,
733,Joint Task Allocation and Data Delivery Framework for Unmanned Aerial Vehicles in Aerial Plant Inspection.,2019,"Naphat Ngoenriang, Sarana Nutanong, Dusit Niyato",VTC Fall 2019: 1-5,VTC,B
734,Joint Vehicle Routing and Loading in Delivery Planning: A Stochastic Programming Approach.,2019,"Naphat Ngoenriang, Suttinee Sawadsitang, Chokchai Leangsuksun, Dusit Niyato, Puay Siew Tan",VTC Spring 2019: 1-5,VTC,B
735,Cognitive Radio Network Throughput Maximization with Deep Reinforcement Learning.,2019,"Kevin Shen-Hoong Ong, Yang Zhang, Dusit Niyato",VTC Fall 2019: 1-5,VTC,B
736,Re-Route Package Pickup and Delivery Planning with Random Demands.,2019,"Suttinee Sawadsitang, Dusit Niyato, Kongrath Suankaewmanee, Puay Siew Tan",VTC Fall 2019: 1-5,VTC,B
737,Multi-Objective Optimization for Drone Delivery.,2019,"Suttinee Sawadsitang, Dusit Niyato, Puay Siew Tan, Ping Wang, Sarana Nutanong",VTC Fall 2019: 1-5,VTC,B
738,Deep Reinforcement Learning for Time Scheduling in RF-Powered Backscatter Cognitive Radio Networks.,2019,"Tran The Anh, Nguyen Cong Luong, Dusit Niyato, Ying-Chang Liang, Dong In Kim",WCNC 2019: 1-7,WCNC,B
739,Dynamic Sensor Renting in RF-powered Crowdsensing Service Market with Blockchain.,2019,"Shaohan Feng, Wenbo Wang, Dusit Niyato, Dong In Kim, Ping Wang",WCNC 2019: 1-7,WCNC,B
740,Collaborative Relay Beamforming with Direct Links in Wireless Powered Communications.,2019,"Xi Luo, Jing Xu, Yuze Zou, Shimin Gong, Lin Gao, Dusit Niyato",WCNC 2019: 1-6,WCNC,B
741,Distributed Learning for Channel Allocation Over a Shared Spectrum.,2019,"Syed Mohammad Zafaruddin, Ilai Bistritz, Amir Leshem, Dusit Niyato",CoRR abs/1902.06353 ,CORR,
742,A Survey on Applications of Game Theory in Blockchain.,2019,"Ziyao Liu, Nguyen Cong Luong, Wenbo Wang, Dusit Niyato, Ping Wang, Ying-Chang Liang, Dong In Kim",CoRR abs/1902.10865 ,CORR,
743,Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Han Yu, Ying-Chang Liang, Dong In Kim",CoRR abs/1905.07479 ,CORR,
744,"Mobile Edge Computing, Blockchain and Reputation-based Crowdsourcing IoT Federated Learning: A Secure, Decentralized and Privacy-preserving System.",2019,"Yang Zhao, Jun Zhao, Linshan Jiang, Rui Tan, Dusit Niyato",CoRR abs/1906.10893 ,CORR,
745,Convergence of Edge Computing and Deep Learning: A Comprehensive Survey.,2019,"Yiwen Han, Xiaofei Wang, Victor C. M. Leung, Dusit Niyato, Xueqiang Yan, Xu Chen",CoRR abs/1907.08349 ,CORR,
746,Task Allocation and Mobile Base Station Deployment in Wireless Powered Spatial Crowdsourcing.,2019,"Yutao Jiao, Ping Wang, Dusit Niyato, Jun Zhao, Bin Lin, Dong In Kim",CoRR abs/1907.08927 ,CORR,
747,Re-route Package Pickup and Delivery Planning with Random Demands.,2019,"Suttinee Sawadsitang, Dusit Niyato, Kongrath Suankaewmanee, Puay Siew Tan",CoRR abs/1908.07827 ,CORR,
748,Design of Ambient Backscatter Training for Retrodirective Wireless Power Transfer.,2019,"Sahar Idrees, Xiangyun Zhou, Salman Durrani, Dusit Niyato",CoRR abs/1909.00631 ,CORR,
749,"Blockchain Technologies for Smart Energy Systems: Fundamentals, Challenges and Solutions.",2019,"Naveed Ul Hassan, Chau Yuen, Dusit Niyato",CoRR abs/1909.02914 ,CORR,
750,Coverage Analysis of Integrated Sub-6GHz-mmWave Cellular Networks with Hotspots.,2019,"Minwei Shi, Kai Yang, Zhu Han, Dusit Niyato",CoRR abs/1909.06975 ,CORR,
751,Federated Learning in Mobile Edge Networks: A Comprehensive Survey.,2019,"Wei Yang Bryan Lim, Nguyen Cong Luong, Dinh Thai Hoang, Yutao Jiao, Ying-Chang Liang, Qiang Yang, Dusit Niyato, Chunyan Miao",CoRR abs/1909.11875 ,CORR,
752,Reliable Federated Learning for Mobile Networks.,2019,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Yuze Zou, Yang Zhang, Mohsen Guizani",CoRR abs/1910.06837 ,CORR,
753,Resource Allocation in Mobility-Aware Federated Learning Networks: A Deep Reinforcement Learning Approach.,2019,"Huy T. Nguyen, Nguyen Cong Luong, Jun Zhao, Chau Yuen, Dusit Niyato",CoRR abs/1910.09172 ,CORR,
754,Intelligent Reflecting Surface Aided Network: Power Control for Physical-Layer Broadcasting.,2019,"Huimei Han, Jun Zhao, Dusit Niyato, Marco Di Renzo, Quoc-Viet Pham",CoRR abs/1910.14383 ,CORR,
755,Intelligent Reflecting Surface (IRS)-Enabled Covert Communications in Wireless Networks.,2019,"Xiao Lu, Ekram Hossain, Taniya Shafique, Shaohan Feng, Hai Jiang, Dusit Niyato",CoRR abs/1911.00986 ,CORR,
756,Blockchain for Future Smart Grid: A Comprehensive Survey.,2019,"Muhammad Baqer Mollah, Jun Zhao, Dusit Niyato, Kwok-Yan Lam, Xin Zhang, Amer M. Y. M. Ghias, Leong Hai Koh, Lei Yang",CoRR abs/1911.03298 ,CORR,
